CLIENT_ID,IS_INTERESTED_INVESTMENT,IS_INTERESTED_BUILD_CREDIT,IS_INTERESTED_INCREASE_INCOME,IS_INTERESTED_PAY_OFF_DEBT,IS_INTERESTED_MANAGE_SPENDING,IS_INTERESTED_GROW_SAVINGS
62,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
73,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
75,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
82,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
87,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
98,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
99,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
111,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
112,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
113,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
116,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
119,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
120,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
123,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
146,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
147,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
149,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
152,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
158,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
170,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
172,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
174,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
179,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
180,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
189,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
193,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
194,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
196,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
197,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
203,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
205,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
206,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
207,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
208,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
211,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
212,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
213,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
214,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
215,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
217,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
220,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
222,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
224,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
226,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
227,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
228,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
229,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
230,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
233,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
234,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
235,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
236,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
237,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
239,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
240,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
241,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
242,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
244,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
245,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
246,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
248,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
250,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
251,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
253,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
254,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
256,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
257,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
259,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
261,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
266,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
268,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
270,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
271,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
272,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
274,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
275,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
276,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
278,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
279,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
280,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
282,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
283,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
284,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
285,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
288,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
290,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
291,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
292,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
293,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
295,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
298,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
301,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
304,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
305,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
306,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
307,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
308,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
312,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
313,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
314,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
317,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
319,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
320,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
322,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
323,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
325,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
326,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
328,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
329,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
330,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
331,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
332,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
335,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
337,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
338,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
340,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
341,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
343,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
345,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
346,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
347,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
348,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
349,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
350,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
351,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
356,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
359,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
360,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
361,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
362,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
363,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
366,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
368,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
369,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
370,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
373,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
374,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
379,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
380,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
381,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
383,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
384,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
385,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
388,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
390,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
391,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
392,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
395,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
402,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
403,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
404,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
406,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
408,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
411,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
412,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
413,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
415,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
417,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
420,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
421,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
422,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
424,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
426,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
429,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
